Houston Association of REALTORS,,,,,,MLS Summary Report,,,,,
2022,YTD,"1,705","$259,487 ","$250,000 ",$147 ,99.00%,"2,288",328,"1,667",35,2.1
2023,YTD,"1,357","$260,768 ","$254,653 ",$147 ,95.70%,"2,236",424,"1,466",48,3
Area: 4,,,,,,,,,,,
2022,YTD,792,"$339,164 ","$349,900 ",$192 ,96.70%,"1,316",257,778,45,3.4
2023,YTD,573,"$338,820 ","$347,500 ",$193 ,94.40%,"1,347",344,599,50,5
Area: 5,,,,,,,,,,,
2022,YTD,"3,942","$351,386 ","$335,000 ",$164 ,98.80%,"5,445",989,"3,966",42,2.9
2023,YTD,"3,277","$350,262 ","$325,178 ",$162 ,93.90%,"5,054","1,342","3,461",65,3.9
Area: 6,,,,,,,,,,,
2022,YTD,881,"$257,280 ","$245,000 ",$145 ,98.80%,"1,148",127,881,23,1.7
2023,YTD,724,"$262,794 ","$250,000 ",$150 ,96.50%,"1,058",168,744,37,2.7
Area: 7,,,,,,,,,,,
2022,YTD,"1,407","$356,967 ","$311,739 ",$156 ,99.00%,"1,912",250,"1,450",28,1.9
2023,YTD,"1,219","$364,550 ","$319,700 ",$157 ,96.20%,"1,691",315,"1,301",44,2.4
Area: 8,,,,,,,,,,,
2022,YTD,"1,301","$338,276 ","$314,000 ",$147 ,101.70%,"1,666",166,"1,308",24,1.5
2023,YTD,"1,116","$339,030 ","$310,000 ",$146 ,97.50%,"1,555",197,"1,176",33,1.8
Area: 9,,,,,,,,,,,
2022,YTD,"2,768","$548,670 ","$462,995 ",$266 ,98.70%,"4,625",754,"2,808",33,2.7
2023,YTD,"2,255","$565,628 ","$475,000 ",$268 ,97.60%,"5,178","1,063","2,494",39,4.2
Area: 10,,,,,,,,,,,
2022,YTD,"1,254","$358,379 ","$325,000 ",$147 ,101.50%,"1,567",132,"1,242",19,1.3
2023,YTD,972,"$365,993 ","$335,000 ",$147 ,97.70%,"1,337",195,"1,017",36,2
Area: 11,,,,,,,,,,,
2022,YTD,646,"$249,684 ","$241,650 ",$142 ,100.70%,885,107,649,25,1.9
2023,YTD,533,"$255,970 ","$246,100 ",$146 ,96.60%,863,173,558,43,3.1
Area: 12,,,,,,,,,,,
2022,YTD,"1,485","$263,440 ","$253,000 ",$138 ,100.40%,"1,939",219,"1,467",24,1.8
2023,YTD,"1,295","$256,231 ","$250,000 ",$136 ,96.60%,"1,791",315,"1,323",47,2.2
Area: 13,,,,,,,,,,,
2022,YTD,"2,032","$339,443 ","$308,000 ",$131 ,101.00%,"2,627",269,"2,001",25,1.7
2023,YTD,"1,520","$332,424 ","$302,000 ",$131 ,96.90%,"2,331",372,"1,570",41,2.5
Area: 14,,,,,,,,,,,
2022,YTD,"2,027","$453,959 ","$375,000 ",$166 ,100.90%,"2,659",270,"1,989",21,1.6
2023,YTD,"1,581","$456,922 ","$370,000 ",$167 ,96.50%,"2,230",385,"1,681",43,2.3
Area: 15,,,,,,,,,,,
2022,YTD,"3,728","$507,665 ","$407,020 ",$183 ,100.80%,"5,387",701,"3,864",26,2.3
2023,YTD,"3,397","$492,512 ","$390,000 ",$184 ,96.20%,"4,982","1,012","3,632",53,2.6
Area: 16,,,,,,,,,,,
2022,YTD,810,"$1,010,182 ","$666,000 ",$305 ,97.60%,"1,280",245,792,46,2.7
2023,YTD,571,"$1,152,700 ","$750,000 ",$333 ,96.00%,"1,085",251,591,45,4.3
Area: 17,,,,,,,,,,,
2022,YTD,743,"$1,103,911 ","$935,000 ",$324 ,97.50%,"1,204",221,755,37,2.8
2023,YTD,641,"$1,218,662 ","$1,130,000 ",$350 ,97.10%,"1,077",212,656,37,3
Area: 18,,,,,,,,,,,
2022,YTD,321,"$313,725 ","$326,922 ",$168 ,98.40%,426,62,341,43,1.8
2023,YTD,214,"$288,977 ","$276,000 ",$158 ,97.10%,363,64,217,45,2.6
Area: 19,,,,,,,,,,,
2022,YTD,"1,845","$338,439 ","$300,585 ",$161 ,99.30%,"2,617",467,"1,800",41,3.1
2023,YTD,"1,682","$341,198 ","$304,668 ",$161 ,94.70%,"2,891",797,"1,860",66,4.4
Area: 20,,,,,,,,,,,
2022,YTD,836,"$372,135 ","$329,000 ",$169 ,98.10%,"1,239",184,820,33,2.3
2023,YTD,622,"$374,202 ","$325,000 ",$170 ,95.80%,978,173,650,41,2.4
Produced by: Real Estate Center at Texas A&M University,,,,,,,,,,,128
Data: Houston Association of REALTORS/Data Relevance Project,,,,,,,,,,,
9/6/2023,,,,,,,,,,,
Houston Association of REALTORS,,,,,,,,,MLS Summary Report,,
,,,,,,,,,,,Aug-23
Closed Listings by Area for: August 2023,,,,,,,,,,,
Single Family: All(New and Existing),,,,,,,,,,,
,,Closed,Average,Median,Price/,Close to,New,Active,Pending,,Months
Year,Month,Listings*,Price,Price,Sqft,OL Price,Listings,Listings,Listings,DOM,Inventory
Area: 21,,,,,,,,,,,
2022,YTD,159,"$265,189 ","$254,000 ",$146 ,98.50%,213,23,153,25,1.9
2023,YTD,98,"$273,914 ","$270,000 ",$150 ,96.20%,164,25,104,34,2.3
Area: 22,,,,,,,,,,,
2022,YTD,479,"$999,871 ","$715,000 ",$279 ,95.80%,837,175,479,46,3.1
2023,YTD,334,"$1,056,206 ","$734,500 ",$287 ,95.10%,680,159,400,46,3.9
Area: 23,,,,,,,,,,,
2022,YTD,530,"$1,481,807 ","$1,092,875 ",$335 ,97.40%,783,145,530,41,2.7
2023,YTD,402,"$1,373,576 ","$1,052,500 ",$343 ,97.00%,700,137,425,41,3.1
Area: 24,,,,,,,,,,,
2022,YTD,"1,189","$519,642 ","$413,000 ",$221 ,98.40%,"1,788",286,"1,191",39,2.4
2023,YTD,883,"$593,460 ","$451,250 ",$235 ,96.20%,"1,521",303,946,48,2.8
Area: 25,,,,,,,,,,,
2022,YTD,"3,970","$406,854 ","$355,000 ",$167 ,101.30%,"5,837",715,"3,965",26,2.5
2023,YTD,"4,229","$413,751 ","$355,000 ",$168 ,95.00%,"6,256","1,271","4,528",55,2.9
Area: 26,,,,,,,,,,,
2022,YTD,475,"$332,952 ","$310,000 ",$168 ,98.30%,719,107,501,33,3.1
2023,YTD,492,"$334,679 ","$310,000 ",$168 ,95.10%,812,191,563,55,4.2
Area: 28,,,,,,,,,,,
2022,YTD,365,"$291,777 ","$245,000 ",$142 ,99.50%,559,64,370,26,1.9
2023,YTD,322,"$253,971 ","$249,450 ",$139 ,96.40%,502,86,340,37,2
Area: 29,,,,,,,,,,,
2022,YTD,"1,228","$512,671 ","$425,000 ",$170 ,100.60%,"1,729",194,"1,214",26,1.7
2023,YTD,981,"$509,140 ","$420,000 ",$174 ,97.10%,"1,393",194,"1,003",34,1.9
Area: 30,,,,,,,,,,,
2022,YTD,"2,548","$424,666 ","$381,000 ",$170 ,100.10%,"3,576",535,"2,492",35,2.7
2023,YTD,"2,566","$430,935 ","$386,980 ",$170 ,94.60%,"3,698",768,"2,747",57,3
Area: 31,,,,,,,,,,,
2022,YTD,673,"$495,167 ","$410,000 ",$176 ,99.00%,"1,001",153,693,35,2.4
2023,YTD,483,"$509,454 ","$419,990 ",$182 ,95.90%,688,115,485,46,2.1
Area: 32,,,,,,,,,,,
2022,YTD,859,"$392,033 ","$350,000 ",$147 ,100.30%,"1,115",100,891,24,1.5
2023,YTD,751,"$394,700 ","$339,950 ",$150 ,95.70%,986,157,774,36,2.2
Area: 33,,,,,,,,,,,
2022,YTD,"4,551","$433,218 ","$352,000 ",$216 ,98.40%,"6,614","1,071","4,543",36,2.8
2023,YTD,"3,669","$417,385 ","$343,250 ",$210 ,94.90%,"6,440","1,728","3,904",55,4.6
Area: 34,,,,,,,,,,,
2022,YTD,167,"$214,470 ","$198,000 ",$142 ,97.50%,223,40,173,34,1.8
2023,YTD,123,"$215,841 ","$200,000 ",$147 ,95.90%,202,40,131,40,3
Area: 35,,,,,,,,,,,
2022,YTD,"1,759","$429,657 ","$377,000 ",$169 ,100.80%,"2,197",253,"1,740",28,1.8
2023,YTD,"1,573","$400,292 ","$338,000 ",$164 ,95.50%,"2,140",353,"1,632",42,2.2
Area: 36,,,,,,,,,,,
2022,YTD,"2,108","$525,748 ","$483,050 ",$170 ,102.80%,"2,824",207,"2,125",15,1.1
2023,YTD,"1,501","$544,234 ","$492,000 ",$173 ,98.50%,"2,118",211,"1,567",24,1.7
Area: 37,,,,,,,,,,,
2022,YTD,"2,025","$407,504 ","$375,000 ",$163 ,101.30%,"2,773",298,"2,019",27,1.7
2023,YTD,"1,632","$412,772 ","$370,000 ",$162 ,96.00%,"2,306",363,"1,703",45,2.1
Area: 38,,,,,,,,,,,
2022,YTD,"1,812","$396,505 ","$344,743 ",$155 ,100.20%,"2,406",360,"1,773",38,2.2
2023,YTD,"1,745","$387,016 ","$330,000 ",$156 ,95.30%,"2,411",476,"1,798",51,2.4
Area: 39,,,,,,,,,,,
2022,YTD,"2,082","$472,075 ","$383,370 ",$185 ,99.40%,"3,253",557,"2,110",35,3.4
2023,YTD,"1,860","$479,387 ","$380,500 ",$187 ,94.20%,"3,311",864,"2,058",71,4.1
Area: 40,,,,,,,,,,,
2022,YTD,"2,122","$370,804 ","$300,853 ",$160 ,99.60%,"2,943",475,"2,104",43,2.6
2023,YTD,"1,885","$351,199 ","$291,000 ",$156 ,94.50%,"3,027",721,"2,065",55,3.5
Area: 41,,,,,,,,,,,
2022,YTD,110,"$225,601 ","$185,000 ",$139 ,90.80%,178,60,102,72,6.2
2023,YTD,69,"$212,414 ","$170,000 ",$115 ,86.80%,155,82,76,124,11.2
Produced by: Real Estate Center at Texas A&M University,,,,,,,,,,,129
Data: Houston Association of REALTORS/Data Relevance Project,,,,,,,,,,,
9/6/2023,,,,,,,,,,,
Houston Association of REALTORS,,,,,,,,,MLS Summary Report,,
,,,,,,,,,,,Aug-23
Closed Listings by Area for: August 2023,,,,,,,,,,,
Single Family: All(New and Existing),,,,,,,,,,,
,,Closed,Average,Median,Price/,Close to,New,Active,Pending,,Months
Year,Month,Listings*,Price,Price,Sqft,OL Price,Listings,Listings,Listings,DOM,Inventory
Area: 42,,,,,,,,,,,
2022,YTD,126,"$224,802 ","$190,500 ",$134 ,92.50%,242,77,129,63,6.6
2023,YTD,121,"$198,482 ","$168,000 ",$122 ,88.20%,247,106,136,84,7.9
Area: 43,,,,,,,,,,,
2022,YTD,455,"$290,974 ","$261,855 ",$152 ,97.60%,691,150,463,38,3.6
2023,YTD,346,"$284,782 ","$250,995 ",$150 ,94.30%,610,177,359,66,4.6
Area: 44,,,,,,,,,,,
2022,YTD,500,"$264,994 ","$225,000 ",$158 ,94.90%,703,153,474,47,3.9
2023,YTD,368,"$239,602 ","$195,000 ",$149 ,85.90%,743,281,398,79,6.7
Area: 45,,,,,,,,,,,
2022,YTD,87,"$287,204 ","$262,500 ",$134 ,97.20%,115,18,86,47,2.8
2023,YTD,84,"$314,584 ","$245,000 ",$142 ,94.30%,145,44,88,56,5.5
Area: 46,,,,,,,,,,,
2022,YTD,30,"$392,800 ","$277,900 ",$164 ,92.90%,70,23,31,78,8.6
2023,YTD,37,"$228,357 ","$185,000 ",$127 ,89.70%,74,36,39,96,10.1
Area: 47,,,,,,,,,,,
2022,YTD,3,"$236,667 ","$234,000 ",$169 ,94.60%,6,3,4,171,7.2
2023,YTD,5,"$193,980 ","$143,000 ",$150 ,92.30%,14,4,6,50,12
Area: 48,,,,,,,,,,,
2022,YTD,78,"$172,272 ","$155,000 ",$108 ,90.80%,135,36,78,59,5.4
2023,YTD,72,"$171,313 ","$152,500 ",$105 ,87.10%,128,51,73,71,6.4
Area: 49,,,,,,,,,,,
2022,YTD,110,"$302,050 ","$276,495 ",$132 ,95.60%,187,47,109,67,5.7
2023,YTD,126,"$251,256 ","$245,000 ",$132 ,95.40%,237,80,125,66,6
Area: 50,,,,,,,,,,,
2022,YTD,147,"$216,187 ","$207,000 ",$108 ,96.50%,247,59,158,53,5.6
2023,YTD,146,"$236,145 ","$239,900 ",$120 ,95.60%,245,86,151,78,4.6
Area: 51,,,,,,,,,,,
2022,YTD,412,"$251,947 ","$220,000 ",$119 ,96.30%,741,177,408,43,5.5
2023,YTD,348,"$233,111 ","$205,000 ",$115 ,92.30%,731,251,387,61,6.2
Area: 52,,,,,,,,,,,
2022,YTD,875,"$265,877 ","$250,000 ",$146 ,96.30%,"1,393",351,837,55,4.6
2023,YTD,751,"$263,070 ","$243,745 ",$149 ,93.30%,"1,674",583,844,71,7.2
Area: 53,,,,,,,,,,,
2022,YTD,814,"$358,668 ","$335,336 ",$161 ,97.40%,"1,130",249,807,54,3.2
2023,YTD,645,"$358,853 ","$335,000 ",$161 ,93.40%,"1,018",283,711,74,3.7
Area: 54,,,,,,,,,,,
2022,YTD,198,"$264,543 ","$217,844 ",$174 ,94.00%,360,108,211,67,6
2023,YTD,207,"$263,083 ","$236,995 ",$173 ,91.60%,389,137,226,75,6.8
Area: 55,,,,,,,,,,,
2022,YTD,221,"$224,158 ","$199,050 ",$128 ,93.60%,318,102,218,64,4.4
2023,YTD,173,"$218,571 ","$200,000 ",$126 ,91.90%,270,114,184,75,4.9
Area: 56,,,,,,,,,,,
2022,YTD,73,"$260,544 ","$240,000 ",$147 ,93.00%,118,32,69,51,4.4
2023,YTD,80,"$271,309 ","$232,000 ",$141 ,87.80%,118,45,89,98,4.8
Area: 57,,,,,,,,,,,
2022,YTD,218,"$355,490 ","$336,594 ",$177 ,95.40%,308,75,212,46,3.7
2023,YTD,241,"$356,479 ","$301,843 ",$179 ,95.40%,350,110,253,77,4.3
Area: 58,,,,,,,,,,,
2022,YTD,279,"$311,278 ","$290,945 ",$175 ,97.80%,343,52,266,31,2.3
2023,YTD,220,"$328,282 ","$301,755 ",$178 ,94.90%,308,76,223,59,3.3
Area: 59,,,,,,,,,,,
2022,YTD,76,"$250,807 ","$242,000 ",$161 ,94.20%,86,17,73,42,3
2023,YTD,59,"$269,834 ","$261,000 ",$172 ,94.10%,110,40,60,67,7.4
Area: 60,,,,,,,,,,,
2022,YTD,145,"$341,190 ","$280,000 ",$173 ,94.70%,241,49,147,44,3.6
2023,YTD,155,"$370,479 ","$277,250 ",$183 ,95.80%,304,79,161,65,7.2
Area: 61,,,,,,,,,,,
2022,YTD,382,"$394,899 ","$298,478 ",$185 ,101.00%,556,79,396,38,3
2023,YTD,410,"$376,112 ","$310,193 ",$186 ,96.80%,551,133,398,64,4.3
Produced by: Real Estate Center at Texas A&M University,,,,,,,,,,,130
Data: Houston Association of REALTORS/Data Relevance Project,,,,,,,,,,,
9/6/2023,,,,,,,,,,,
Houston Association of REALTORS,,,,,,,,,MLS Summary Report,,
,,,,,,,,,,,Aug-23
Closed Listings by Area for: August 2023,,,,,,,,,,,
Single Family: All(New and Existing),,,,,,,,,,,
,,Closed,Average,Median,Price/,Close to,New,Active,Pending,,Months
Year,Month,Listings*,Price,Price,Sqft,OL Price,Listings,Listings,Listings,DOM,Inventory
Area: 63,,,,,,,,,,,
2022,YTD,38,"$230,476 ","$193,000 ",$138 ,93.30%,74,18,41,57,6
2023,YTD,34,"$254,983 ","$214,500 ",$141 ,90.80%,65,30,36,76,6.5
Area: 64,,,,,,,,,,,
2022,YTD,280,"$263,233 ","$209,500 ",$160 ,94.50%,396,83,292,44,3
2023,YTD,213,"$286,488 ","$241,050 ",$165 ,91.70%,438,139,230,60,6.3
Area: 65,,,,,,,,,,,
2022,YTD,21,"$400,321 ","$260,000 ",$234 ,94.60%,40,10,21,24,7.2
2023,YTD,16,"$260,344 ","$256,500 ",$164 ,91.70%,37,17,17,58,9.8
Area: 66,,,,,,,,,,,
2022,YTD,22,"$345,509 ","$247,750 ",$141 ,101.80%,32,5,22,47,4
2023,YTD,23,"$203,462 ","$172,400 ",$122 ,95.00%,43,9,24,28,5
Area: 67,,,,,,,,,,,
2022,YTD,44,"$249,448 ","$215,000 ",$168 ,91.80%,53,15,43,55,4.4
2023,YTD,28,"$205,357 ","$201,000 ",$169 ,93.20%,54,23,24,79,8.4
Area: 68,,,,,,,,,,,
2022,YTD,32,"$335,338 ","$270,000 ",$142 ,99.80%,40,8,33,60,2.7
2023,YTD,29,"$199,157 ","$175,000 ",$152 ,89.80%,37,12,30,47,5
Area: 69,,,,,,,,,,,
2022,YTD,64,"$412,352 ","$298,500 ",$222 ,94.00%,92,25,61,43,4.3
2023,YTD,58,"$345,139 ","$301,700 ",$184 ,86.00%,115,45,60,98,7.5
Area: 70,,,,,,,,,,,
2022,YTD,26,"$270,865 ","$273,000 ",$159 ,96.70%,20,2,20,36,1.4
2023,YTD,22,"$297,006 ","$307,450 ",$183 ,92.30%,28,10,19,65,5.1
Area: 71,,,,,,,,,,,
2022,YTD,4,"$242,000 ","$253,500 ",$116 ,95.60%,8,2,4,18,8
2023,YTD,3,"$138,833 ","$152,000 ",$122 ,87.80%,13,3,3,40,24
Area: 72,,,,,,,,,,,
2022,YTD,13,"$297,467 ","$220,000 ",$160 ,88.20%,21,6,12,46,6
2023,YTD,13,"$385,154 ","$255,000 ",$287 ,96.60%,29,11,15,55,8.6
Area: 73,,,,,,,,,,,
2022,YTD,28,"$279,132 ","$247,500 ",$157 ,94.80%,44,12,29,60,4.8
2023,YTD,29,"$446,668 ","$370,000 ",$270 ,89.40%,56,17,31,89,7.1
Area: 74,,,,,,,,,,,
2022,YTD,39,"$272,408 ","$189,000 ",$107 ,91.90%,49,10,34,41,3.2
2023,YTD,30,"$243,923 ","$227,500 ",$131 ,92.40%,56,17,32,87,7.6
Area: 75,,,,,,,,,,,
2022,YTD,15,"$228,443 ","$228,500 ",$117 ,97.90%,32,7,16,53,10.3
2023,YTD,22,"$243,101 ","$261,552 ",$138 ,90.60%,30,11,19,81,4.2
Area: 76,,,,,,,,,,,
2022,YTD,3,"$323,333 ","$375,000 ",$108 ,83.80%,9,3,4,23,6
2023,YTD,9,"$311,500 ","$310,000 ",$165 ,90.50%,15,4,11,67,4.6
Area: 77,,,,,,,,,,,
2022,YTD,10,"$255,453 ","$186,000 ",$130 ,96.10%,17,3,11,32,2.7
2023,YTD,10,"$393,655 ","$350,000 ",$152 ,93.80%,18,5,9,77,5.1
Area: 78,,,,,,,,,,,
2022,YTD,5,"$307,400 ","$190,000 ",$193 ,95.60%,15,6,6,35,9.6
2023,YTD,3,"$173,667 ","$140,000 ",$131 ,83.80%,15,9,4,136,20
Area: 79,,,,,,,,,,,
2022,YTD,7,"$282,429 ","$305,000 ",$175 ,100.90%,13,3,8,109,6.5
2023,YTD,9,"$382,556 ","$400,000 ",$153 ,97.20%,15,6,8,78,6
* Closed listing counts are preliminary.,,,,,,,,,,,
Produced by: Real Estate Center at Texas A&M University,,,,,,,,,,,131
Data: Houston Association of REALTORS/Data Relevance Project,,,,,,,,,,,
9/6/2023,,,,,,,,,,,
Houston Association of REALTORS,,,,,,,,,MLS Summary Report,,
,,,,,,,,,,,Aug-23
Closed Listings by Area for: August 2023,,,,,,,,,,,
Single Family: Existing Home,,,,,,,,,,,
,,Closed,Average,Median,Price/,Close to,New,Active,Pending,,Months
Year,Month,Listings*,Price,Price,Sqft,OL Price,Listings,Listings,Listings,DOM,Inventory
Area: 1,,,,,,,,,,,
2022,YTD,"2,080","$341,544 ","$310,000 ",$140 ,99.70%,"2,769",282,"2,062",23,1.7
2023,YTD,"1,498","$349,934 ","$308,000 ",$141 ,96.30%,"2,435",429,"1,594",42,2.9
Area: 2,,,,,,,,,,,
2022,YTD,"1,982","$225,755 ","$221,500 ",$133 ,98.20%,"2,850",402,"1,958",31,2.4
2023,YTD,"1,556","$217,470 ","$215,000 ",$134 ,94.20%,"2,745",607,"1,667",46,3.5
Area: 3,,,,,,,,,,,
2022,YTD,"1,357","$245,612 ","$238,115 ",$141 ,98.80%,"1,926",248,"1,352",28,2.1
2023,YTD,"1,100","$243,484 ","$239,900 ",$141 ,95.60%,"1,801",319,"1,175",42,2.8
Area: 4,,,,,,,,,,,
2022,YTD,542,"$305,349 ","$284,500 ",$183 ,95.50%,953,186,557,41,3.3
2023,YTD,390,"$306,043 ","$275,000 ",$181 ,92.30%,875,229,410,50,5
Area: 5,,,,,,,,,,,
2022,YTD,"3,029","$334,952 ","$317,000 ",$161 ,98.80%,"4,113",520,"3,041",27,2.1
2023,YTD,"2,351","$332,781 ","$310,000 ",$159 ,95.20%,"3,753",817,"2,458",44,3.6
Area: 6,,,,,,,,,,,
2022,YTD,871,"$256,749 ","$244,000 ",$144 ,98.80%,"1,121",123,869,23,1.7
2023,YTD,711,"$262,154 ","$250,000 ",$150 ,96.60%,"1,039",163,733,36,2.7
Area: 7,,,,,,,,,,,
2022,YTD,"1,272","$350,513 ","$303,000 ",$154 ,99.10%,"1,724",186,"1,302",23,1.6
2023,YTD,"1,074","$358,023 ","$310,000 ",$154 ,96.70%,"1,511",248,"1,138",37,2.2
Area: 8,,,,,,,,,,,
2022,YTD,"1,243","$336,395 ","$310,000 ",$144 ,101.90%,"1,635",135,"1,255",19,1.5
2023,YTD,"1,110","$339,039 ","$310,000 ",$145 ,97.50%,"1,550",196,"1,172",32,1.8
Area: 9,,,,,,,,,,,
2022,YTD,"2,141","$554,920 ","$479,500 ",$277 ,98.30%,"3,133",445,"2,158",30,2
2023,YTD,"1,535","$569,646 ","$494,500 ",$280 ,97.00%,"2,822",511,"1,646",32,3.2
Area: 10,,,,,,,,,,,
2022,YTD,"1,246","$357,140 ","$325,000 ",$146 ,101.50%,"1,561",130,"1,234",19,1.3
2023,YTD,969,"$365,351 ","$335,000 ",$147 ,97.70%,"1,319",189,"1,011",35,1.9
Area: 11,,,,,,,,,,,
2022,YTD,554,"$245,268 ","$237,000 ",$139 ,100.70%,758,85,558,21,1.7
2023,YTD,462,"$248,551 ","$239,000 ",$141 ,96.30%,706,129,481,37,2.6
Area: 12,,,,,,,,,,,
2022,YTD,"1,202","$255,325 ","$245,000 ",$135 ,100.30%,"1,634",172,"1,217",22,1.8
2023,YTD,999,"$247,517 ","$240,000 ",$132 ,96.50%,"1,450",245,"1,014",47,2.3
Area: 13,,,,,,,,,,,
2022,YTD,"1,878","$340,529 ","$305,000 ",$129 ,101.10%,"2,467",238,"1,876",22,1.6
2023,YTD,"1,424","$332,297 ","$300,000 ",$129 ,96.90%,"2,168",339,"1,457",39,2.5
Area: 14,,,,,,,,,,,
2022,YTD,"1,756","$455,020 ","$368,500 ",$163 ,101.10%,"2,347",191,"1,772",15,1.4
2023,YTD,"1,340","$454,520 ","$354,500 ",$164 ,97.10%,"1,920",275,"1,418",33,2.1
Area: 15,,,,,,,,,,,
2022,YTD,"2,963","$530,668 ","$420,000 ",$185 ,101.00%,"4,020",361,"3,004",17,1.5
2023,YTD,"2,281","$534,543 ","$418,000 ",$190 ,97.30%,"3,445",531,"2,382",33,2.3
Area: 16,,,,,,,,,,,
2022,YTD,664,"$1,004,676 ","$659,500 ",$306 ,97.10%,"1,055",181,653,39,2.5
2023,YTD,452,"$1,113,730 ","$740,250 ",$332 ,95.40%,800,171,476,44,3.6
Area: 17,,,,,,,,,,,
2022,YTD,695,"$1,068,157 ","$910,000 ",$321 ,97.40%,"1,090",179,704,35,2.5
2023,YTD,556,"$1,137,584 ","$1,032,000 ",$342 ,96.90%,918,162,580,31,2.7
Area: 18,,,,,,,,,,,
2022,YTD,181,"$258,177 ","$244,000 ",$146 ,99.90%,260,25,198,20,1.4
2023,YTD,158,"$255,840 ","$235,000 ",$146 ,97.90%,270,35,164,32,2.3
Area: 19,,,,,,,,,,,
2022,YTD,972,"$338,178 ","$300,000 ",$156 ,99.00%,"1,399",161,989,23,2.1
2023,YTD,758,"$339,454 ","$297,000 ",$156 ,95.10%,"1,352",274,791,43,3.7
Area: 20,,,,,,,,,,,
2022,YTD,829,"$367,693 ","$329,000 ",$168 ,98.10%,"1,222",177,814,33,2.3
2023,YTD,606,"$365,527 ","$320,000 ",$169 ,95.70%,957,165,637,41,2.3
Produced by: Real Estate Center at Texas A&M University,,,,,,,,,,,132
Data: Houston Association of REALTORS/Data Relevance Project,,,,,,,,,,,
9/6/2023,,,,,,,,,,,
Houston Association of REALTORS,,,,,,,,,MLS Summary Report,,
,,,,,,,,,,,Aug-23
Closed Listings by Area for: August 2023,,,,,,,,,,,
Single Family: Existing Home,,,,,,,,,,,
,,Closed,Average,Median,Price/,Close to,New,Active,Pending,,Months
Year,Month,Listings*,Price,Price,Sqft,OL Price,Listings,Listings,Listings,DOM,Inventory
Area: 21,,,,,,,,,,,
2022,YTD,159,"$265,189 ","$254,000 ",$146 ,98.50%,213,23,153,25,1.9
2023,YTD,98,"$273,914 ","$270,000 ",$150 ,96.20%,164,25,104,34,2.3
Area: 22,,,,,,,,,,,
2022,YTD,430,"$1,023,618 ","$737,000 ",$283 ,95.90%,788,159,435,43,3.4
2023,YTD,311,"$1,046,575 ","$741,500 ",$285 ,94.90%,555,120,327,47,3.2
Area: 23,,,,,,,,,,,
2022,YTD,506,"$1,420,457 ","$1,042,500 ",$329 ,97.30%,743,125,503,37,2.5
2023,YTD,385,"$1,291,665 ","$1,015,000 ",$334 ,97.00%,631,112,408,35,2.5
Area: 24,,,,,,,,,,,
2022,YTD,896,"$512,743 ","$415,000 ",$219 ,97.90%,"1,306",182,901,32,2.1
2023,YTD,608,"$557,967 ","$450,000 ",$232 ,96.30%,"1,043",189,660,36,2.7
Area: 25,,,,,,,,,,,
2022,YTD,"2,741","$380,007 ","$330,000 ",$159 ,102.10%,"3,816",309,"2,744",16,1.7
2023,YTD,"2,286","$383,165 ","$320,000 ",$159 ,97.00%,"3,647",526,"2,391",36,2.5
Area: 26,,,,,,,,,,,
2022,YTD,290,"$344,812 ","$314,500 ",$167 ,97.30%,428,56,296,28,2.6
2023,YTD,224,"$347,531 ","$312,000 ",$168 ,93.70%,376,87,229,50,4.3
Area: 28,,,,,,,,,,,
2022,YTD,357,"$289,913 ","$245,000 ",$141 ,99.40%,546,62,362,25,1.9
2023,YTD,320,"$253,662 ","$248,250 ",$139 ,96.50%,500,86,338,38,2
Area: 29,,,,,,,,,,,
2022,YTD,"1,157","$513,452 ","$430,000 ",$170 ,100.70%,"1,642",173,"1,156",22,1.7
2023,YTD,930,"$505,346 ","$419,500 ",$173 ,97.40%,"1,355",183,951,29,2.1
Area: 30,,,,,,,,,,,
2022,YTD,"1,458","$417,954 ","$375,000 ",$166 ,100.50%,"2,051",209,"1,448",20,1.9
2023,YTD,"1,277","$415,850 ","$372,000 ",$166 ,96.30%,"2,009",340,"1,329",39,2.7
Area: 31,,,,,,,,,,,
2022,YTD,647,"$488,800 ","$408,000 ",$174 ,99.00%,971,129,662,31,2.2
2023,YTD,464,"$499,516 ","$410,000 ",$180 ,95.80%,643,96,467,44,1.9
Area: 32,,,,,,,,,,,
2022,YTD,806,"$391,708 ","$350,000 ",$146 ,100.50%,"1,036",89,829,22,1.3
2023,YTD,612,"$411,833 ","$350,000 ",$149 ,96.70%,871,139,645,33,2.4
Area: 33,,,,,,,,,,,
2022,YTD,"3,935","$437,420 ","$354,000 ",$220 ,98.20%,"5,565",742,"3,957",28,2.3
2023,YTD,"3,005","$414,591 ","$339,900 ",$210 ,95.00%,"5,268","1,294","3,196",46,4.4
Area: 34,,,,,,,,,,,
2022,YTD,163,"$212,688 ","$192,500 ",$141 ,97.30%,221,40,170,34,1.9
2023,YTD,123,"$215,841 ","$200,000 ",$147 ,95.90%,200,39,130,40,2.9
Area: 35,,,,,,,,,,,
2022,YTD,"1,246","$442,405 ","$380,000 ",$165 ,101.50%,"1,633",134,"1,256",16,1.4
2023,YTD,934,"$444,420 ","$368,000 ",$163 ,97.00%,"1,373",196,969,33,2.1
Area: 36,,,,,,,,,,,
2022,YTD,"1,955","$525,687 ","$470,000 ",$169 ,102.90%,"2,562",181,"1,955",14,1.1
